"gene","status","n_tissue_errors"
"CTAGE4","finished",0
"CTAGE6","finished",0
"CTAGE8","finished",0
"CTAGE9","finished",0
"CTBP1","finished",0
"CTBP2","finished",0
"CTBS","finished",0
"CTC1","finished",0
"CTCF","finished",0
"CTCFL","finished",0
"CTDNEP1","finished",0
"CTDP1","finished",0
"CTDSP1","finished",0
"CTDSP2","finished",0
"CTDSPL","finished",0
"CTDSPL2","finished",0
"CTF1","finished",0
"CTH","finished",0
"CTHRC1","finished",0
"CTIF","finished",0
"CTLA4","finished",0
"CTNNA1","finished",0
"CTNNA2","finished",0
"CTNNA3","finished",0
"CTNNAL1","finished",0
"CTNNB1","finished",0
"CTNNBIP1","finished",0
"CTNNBL1","finished",0
"CTNND1","finished",0
"CTNND2","finished",0
"CTNS","finished",0
"CTPS1","finished",0
"CTPS2","gene_error",0
"CTR9","finished",0
"CTRB1","finished",0
"CTRB2","finished",0
"CTRC","finished",0
"CTRL","finished",0
"CTSA","finished",0
"CTSB","finished",0
"CTSC","finished",0
"CTSD","finished",0
"CTSE","finished",0
"CTSF","finished",0
"CTSG","finished",0
"CTSH","finished",0
"CTSK","finished",0
"CTSL","finished",0
"CTSO","finished",0
"CTSS","finished",0
"CTSV","finished",0
"CTSW","finished",0
"CTSZ","finished",0
"CTTN","finished",0
"CTTNBP2","finished",0
"CTTNBP2NL","finished",0
"CTU1","finished",0
"CTU2","finished",0
"CTXN1","finished",0
"CTXN2","finished",0
"CTXN3","finished",0
"CUBN","finished",0
"CUEDC1","finished",0
"CUEDC2","finished",0
"CUL1","finished",0
"CUL2","finished",0
"CUL3","finished",0
"CUL4A","finished",0
"CUL4B","gene_error",0
"CUL5","finished",0
"CUL7","finished",0
"CUL9","finished",0
"CUTA","finished",0
"CUTC","finished",0
"CUX1","finished",0
"CUX2","finished",0
"CUZD1","finished",0
"CWC15","finished",0
"CWC22","finished",0
"CWC25","finished",0
"CWC27","finished",0
"CWF19L1","finished",0
"CWF19L2","finished",0
"CWH43","finished",0
"CX3CL1","finished",0
"CX3CR1","finished",0
"CXADR","finished",0
"CXCL1","finished",0
"CXCL10","finished",0
"CXCL11","finished",0
"CXCL12","finished",0
"CXCL13","finished",0
"CXCL14","finished",0
"CXCL16","finished",0
"CXCL17","finished",0
"CXCL2","finished",0
"CXCL3","finished",0
"CXCL5","finished",0
"CXCL6","finished",0
"CXCL8","finished",0
